Número de registro,Tipo de registro,Razón social,NIF,NIMA,Tipo de vía,Nombre de la vía,Código de vía,Tipo de número,Número,Escalera,Piso,Puerta,Polígono industrial,Provincia,Código de provincia,Municipio,Código de municipio,Código postal,Teléfono,Fax,Alcance de la gestión,Alcance de la gestión normalizado,Residuos de Construcción y Demolición,Número de proceso,Descripción del proceso,Proceso de tratamiento normalizado,Código LER de residuo,Descripción del residuo,Tipo de residuo normalizado
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,191203,Metales no férreos,MetalesNoFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,170407,Metales mezclados,MetalesMezclados
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,160117,Metales férreos,MetalesFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,170407,Metales mezclados,MetalesMezclados
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,170405,Hierro y acero,HierroYAcero
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,160117,Metales férreos,MetalesFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,4,Compactación de vehículos al final de su vida útil descontaminados y desmontados,CompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,160106,Vehículos al final de su vida util que no contengan líquidos ni otros componentes peligrosos,VehiculosAlFinalDeSuVidaUtilQueNoContenganLiquidosNiOtrosComponentesPeligrosos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,170405,Hierro y acero,HierroYAcero
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,191203,Metales no férreos,MetalesNoFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,1,Almacenamiento de residuos no peligrosos,AlmacenamientoDeResiduosNoPeligrosos,150102,Envases de plástico,EnvasesDePlastico
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,1,Almacenamiento de residuos no peligrosos,AlmacenamientoDeResiduosNoPeligrosos,120102,Polvo y partículas de metales férreos,PolvoYParticulasDeMetalesFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,191002,Residuos no férreos,ResiduosNoFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,170401,"Cobre, bronce y latón",CobreBronceYLaton
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,1,Almacenamiento de residuos no peligrosos,AlmacenamientoDeResiduosNoPeligrosos,200139,Plásticos,Plasticos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,1,Almacenamiento de residuos no peligrosos,AlmacenamientoDeResiduosNoPeligrosos,120103,Limaduras y virutas de metales no férreos,LimadurasYVirutasDeMetalesNoFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,191202,Metales férreos,MetalesFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,160118,Metales no férreos,MetalesNoFerreos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,020110,Residuos metálicos,ResiduosMetalicos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,200140,Metales,Metales
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,191001,Residuos de hierro y acero,ResiduosDeHierroYAcero
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,170403,Plomo,Plomo
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,170404,Zinc,Zinc
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,3,"Cizallado y compactación de metales férreos, no férreos y cables",CizalladoYCompactacionDeMetalesFerreosNoFerreosYCables,150104,Envases metálicos,EnvasesMetalicos
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,1,Almacenamiento de residuos no peligrosos,AlmacenamientoDeResiduosNoPeligrosos,200101,Papel y cartón,PapelYCarton
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,170401,"Cobre, bronce y latón",CobreBronceYLaton
13G04A1400017556N,Autorización de gestión de residuos no peligrosos,"Reciclaje Empresarial Sangom, S.L.",B80974652,2800080816,Calle,Níquel,073A0132,P,2,,,,,Madrid,28,Humanes de Madrid,073,28970,916901531,,"Almacenamiento de residuos no peligrosos, clasificación manual de metales férreos, no férreos y cables, cizallado y compactación de metales férreos, no férreos y cables, y compactación de vehículos al final de su vida útil descontaminados y desmontados",AlmacenamientoDeResiduosNoPeligrososClasificacionManualDeMetalesFerreosNoFerreosYCablesCizalladoYCompactacionDeMetalesFerreosNoFerreosYCablesYCompactacionDeVehiculosAlFinalDeSuVidaUtilDescontaminadosYDesmontados,false,2,"Clasificación manual de metales férreos, no férreos y cables",ClasificacionManualDeMetalesFerreosNoFerreosYCables,150104,Envases metálicos,EnvasesMetalicos
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,3,Preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso,PreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,160119,Plástico,Plastico
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,6,Preparación para la reutilización de piezas y componentes peligrosos procedentes de vehículos al final de su vida útil,PreparacionParaLaReutilizacionDePiezasYComponentesPeligrososProcedentesDeVehiculosAlFinalDeSuVidaUtil,130701,Fuel oil y gasóleo,FuelOilYGasoleo
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,4,Preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso,PreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,160118,Metales no férreos,MetalesNoFerreos
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,7,Preparación para la reutilización de piezas y componentes peligrosos procedentes de vehículos al final de su vida útil,PreparacionParaLaReutilizacionDePiezasYComponentesPeligrososProcedentesDeVehiculosAlFinalDeSuVidaUtil,200144,"Acumuladores, pilas o baterías en cuya composición se encuentren otras sustancias peligrosas",AcumuladoresPilasOBateriasEnCuyaComposicionSeEncuentrenOtrasSustanciasPeligrosas
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,4,Preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso,PreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,160803,Catalizadores usados que contienen metales de transición o compuestos de metales de transición no especificados de otra categoría,CatalizadoresUsadosQueContienenMetalesDeTransicionOCompuestosDeMetalesDeTransicionNoEspecificadosDeOtraCategoria
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,3,Preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso,PreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,160103,Neumáticos fuera de uso,NeumaticosFueraDeUso
13G01A1200019836B,Autorización de gestión de vehículos al final de su vida útil,"Refrutos, S.L.",B81038200,2800026803,Calle,Oro,13200680,P,30-34,,,,Aimayr,Madrid,28,San Martín de la Vega,132,28330,916912997,,"Descontaminación de vehículos al final de su vida útil, desmontaje de vehículos descontaminados y preparación para la reutilización de piezas y componentes procedentes de vehículos al final de su vida útil y neumáticos fuera de uso",DescontaminacionDeVehiculosAlFinalDeSuVidaUtilDesmontajeDeVehiculosDescontaminadosYPreparacionParaLaReutilizacionDePiezasYComponentesProcedentesDeVehiculosAlFinalDeSuVidaUtilYNeumaticosFueraDeUso,false,6,Preparación para la reutilización de piezas y componentes peligrosos procedentes de vehículos al final de su vida útil,PreparacionParaLaReutilizacionDePiezasYComponentesPeligrososProcedentesDeVehiculosAlFinalDeSuVidaUtil,130702,Gasolina,Gasolina
